wb,country,productdiversification,gdp
STP,São Tomé and Príncipe,3.8631001,2448.1511
SUR,Suriname,4.9944201,11539.432
SVK,Slovak Republic,2.07809,19726.918
SVN,Slovenia,1.83847,26038.84
SWE,Sweden,1.86461,39353.965
SYC,Seychelles,4.6502399,17137.432
SYR,Syria,3.7014101,5389.4502
TGO,Togo,2.9505501,1159.1411
THA,Thailand,2.05423,11068.421
TJK,Tajikistan,4.68609,1624.6857
TKM,Turkmenistan,5.2958798,6545.6313
TON,Tonga,3.5451901,3925.5466
TTO,Trinidad and Tobago,4.2686601,27321.365
TUN,Tunisia,2.7450099,8570.2832
TUR,Turkey,1.9494801,14535.969
TZA,Tanzania,2.6029201,1732.0948
UGA,Uganda,3.00348,1330.9362
UKR,Ukraine,1.91313,7530.1392
URY,Uruguay,2.43539,12438.271
UZB,Uzbekistan,3.4955399,2943.4236
VCT,St. Vincent and the Grenadines,4.9230399,9267.6006
VEN,Venezuela,5.1184702,15031.449
VNM,Vietnam,2.82375,3383.7034
WSM,Samoa,4.3565798,4655.4268
YEM,Yemen,5.8477802,3745.3972
ZAF,South Africa,2.0834501,10646.794
ZMB,Zambia,4.6412802,2391.7568
ZWE,Zimbabwe,3.1879799,1536.3271
