wb,country,productdiversification,gdp
MLI,Mali,3.7856801,1420.7903
MLT,Malta,3.91887,20615.637
MMR,Myanmar,3.75666,1352.5841
MNG,Mongolia,4.22083,3981.9285
MRT,Mauritania,4.6965599,2265.9355
MUS,Mauritius,3.73877,9250.3105
MYS,Malaysia,2.9368,12805.364
NIC,Nicaragua,3.1255,2818.0276
NPL,Nepal,2.9449601,1286.4742
NZL,New Zealand,2.1638601,22556.674
OMN,Oman,5.39291,32727.756
PAK,Pakistan,3.1494601,2752.8457
PAN,Panama,2.68067,8418.2354
PER,Peru,2.8319299,5373.2617
PHL,Philippines,3.6307099,3496.7256
PNG,Papua New Guinea,3.7355101,1338.6283
PRT,Portugal,2.0620601,21183.465
PRY,Paraguay,3.61292,4816.9839
ROU,Romania,2.41329,8661.0234
RUS,Russia,2.8296399,12053.938
SAU,Saudi Arabia,5.1599898,34160.32
SDN,Sudan,5.2235298,2343.0586
SEN,Senegal,3.28145,1579.4993
SLB,Solomon Islands,4.31178,1056.6654
SLE,Sierra Leone,2.89499,736.33087
SLV,El Salvador,3.5851901,5140.0444
SRB,Serbia,1.74836,6632.1001
STP,São Tomé and Príncipe,3.5130899,1830.4446
SUR,Suriname,4.89326,8274.7148
SVK,Slovak Republic,1.91891,13042.059
SVN,Slovenia,1.79247,18909.432
SWE,Sweden,1.8846999,30301.73
SYC,Seychelles,4.8783798,14291.051
SYR,Syria,4.7656698,4445.3091
TCD,Chad,5.0992098,1063.7063
TGO,Togo,2.95368,1030.3967
THA,Thailand,2.0041001,7712.5571
TJK,Tajikistan,4.07444,1047.406
TKM,Turkmenistan,5.3817902,3127.5098
TON,Tonga,4.12255,3461.1223
TTO,Trinidad and Tobago,3.2621701,15421.256
TUN,Tunisia,3.1696501,6361.8384
TUR,Turkey,2.0304999,9636.8115
TZA,Tanzania,3.0840399,1294.2494
UGA,Uganda,3.5164499,982.41437
UKR,Ukraine,1.79791,4480.4473
URY,Uruguay,2.2383201,9947.6777
UZB,Uzbekistan,3.60271,2054.1003
VCT,St. Vincent and the Grenadines,4.1721902,6431.375
VEN,Venezuela,4.5665498,11927.95
VNM,Vietnam,3.0464499,2220.1619
WSM,Samoa,4.8218598,3402.9731
ZAF,South Africa,1.9385999,7982.812
ZMB,Zambia,3.9747,1740.1115
ZWE,Zimbabwe,3.10216,2181.45
